I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
5827		2004	11	4	6	22	 39.4	74	 5.2	 5.2		 5.4					GREECE		GREECE:  CRETE:  ANTIKYTHIRA	  35.945	   23.115	130								1												1				
5809		2004	11	8	2	15	 58.8	10	 5.5	 5.5	 5.0	 5.6					JAPAN		JAPAN:  HONSHU:  NIIGATA PREFECTURE	  37.396	  138.862	30					         8	1		1									8	1		1				
5810	Tsu	2004	11	11	21	26	 41.1	10	 7.5	 7.5	 7.3	 6.5					INDONESIA		INDONESIA:  KEPULAUAN ALOR	  -8.152	  124.868	170	      34	1			       400	3		3	781	3	16712	4	      34	1			400	3		3	781	3	16712	4
5811		2004	11	15	9	6	 56.5	15	 7.2	 7.2	 7.1	 6.6					COLOMBIA		COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO	   4.695	  -77.508	160					        10	1		3	154	3							10	1		3	154	3		
5830		2004	11	19	23	49	 37.1	37	 4.8			 4.8					IRAN		IRAN:  W	  32.023	   48.836	140								1												1				
5812		2004	11	20	8	7	 22.0	16	 6.4	 6.4	 6.3	 6.2					COSTA RICA		COSTA RICA:  SAN JOSE, PARRITA, QUEPOS	   9.602	  -84.172	100	       8	1				2		3	526	3			       8	1				2		3	526	3		
5813	Tsu	2004	11	21	11	41	  7.7	14	 6.3	 6.3	 6.1	 6.3					GUADELOUPE		GUADELOUPE:  BASSE-TERRE, LES SAINTES	  15.679	  -61.706	90	       1	1			        12	1		2		3			       1	1			12	1		2		3		
5814		2004	11	22	4	1	 30.4	36	 5.0	 5.0	 4.0	 5.0					IRAN		IRAN:  KHORRAMABAD, POL-E DOKHTAR	  33.297	   47.977	140						2		1		1		1						2		1		1		
5815	Tsu	2004	11	22	20	26	 23.9	10	 7.1	 7.1	 7.1	 6.4					NEW ZEALAND		NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO	 -46.676	  164.721	170								1												1				
5816		2004	11	24	22	59	 40.0	17	 5.1	 5.1	 4.6	 5.3	5.5				ITALY		ITALY:  NORTHERN:  BRESCIA	  45.626	   10.559	130					         9	1		2		3							9	1		2		3		
5817		2004	11	26	2	25	  3.3	10	 7.1	 7.1	 7.2	 6.2				8	INDONESIA		INDONESIA:  NABIRE	  -3.609	  135.404	170	      32	1			       130	3	      55.000	4	328	3			      32	1			130	3	      55.000	4	328	3		
5818	Tsu	2004	11	28	18	32	 14.1	39	 7.0	 7.0	 6.7	 6.4					JAPAN		JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO	  43.006	  145.119	30					        24	1		1				1					24	1		1				1
5819		2004	12	1	17	42	 24.7	10	 4.5			 4.5					ALGERIA		ALGERIA:  BOUMERDAS	  36.848	    3.448	15					        15	1		1									15	1		1				
5831		2004	12	2	19	16	 34.6	49	 5.8	 5.8	 5.3	 5.4					TRINIDAD AND TOBAGO		TRINIDAD:  MAYARO	  10.490	  -61.480	90								1												1				
5832		2004	12	5	1	52	 37.2	10	 4.8	 4.8		 4.2	5.5			5	GERMANY		GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU	  48.115	    8.077	120								1												1				
5820		2004	12	5	8	30	 59.5	10	 4.5			 4.5	4.7				ALGERIA		ALGERIA:  ZEMMOURI	  36.865	    3.421	15					        46	1											46	1						
5833		2004	12	6	14	15	 11.8	35	 6.8	 6.8	 6.5	 6.5					JAPAN		JAPAN:  HOKKAIDO:  KUSHIRO	  42.900	  145.228	30					         4	1											4	1						
5821		2004	12	9	8	49	   .2	35	 5.4	 5.4	 4.7	 5.5					INDIA		INDIA:  HAILAKANDI, CACHAR	  24.757	   92.539	60						2		1										2		1				
5822		2004	12	14	5	56	 10.0	10	 5.8	 5.8	 5.3	 5.8					JAPAN		JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE	  44.119	  141.793	30					         3	1		1									3	1		1				
5834		2004	12	20	23	2	 12.4	5	 5.4	 5.4	 4.7	 5.2	5.1				TURKEY		TURKEY:  MARMARIS	  37.042	   28.206	140					         3	1		1									3	1		1				
5835	Tsu	2004	12	23	14	59	  4.4	10	 8.1	 8.1	 7.7	 6.5					AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	 -49.312	  161.345	170																								
5823	Tsu	2004	12	26	0	58	 53.4	30	 9.1	 9.1	 8.8	 7.0					INDONESIA		INDONESIA:  SUMATRA:  OFF WEST COAST	   3.316	   95.854	170	    1001	4				3	   10000.000	4		3		3	  227899	4				3	   10000.000	4		3		
5836		2005	1	10	18	47	 30.1	32	 5.4	 5.4	 5.1	 5.3					IRAN		IRAN:  GORGAN	  37.103	   54.574	140					       110	3											110	3						
6640	Tsu	2005	1	19	6	11	 36.4	28	 6.6	 6.6	 6.4	 5.8					JAPAN		JAPAN:  EAST COAST HONSHU	  34.064	  141.491	30																								
5838		2005	1	20	18	56	 30.7	39	 5.3	 5.3		 5.2	5.5				NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND	 -41.223	  175.210	170								1												1				
5839		2005	1	23	20	10	 12.1	11	 6.3	 6.3	 5.9	 5.8					INDONESIA		INDONESIA:  SULAWESI:  PALU	  -1.198	  119.933	170	       1	1			         4	1		2					       1	1			4	1		2				
5840		2005	1	24	23	23	 26.1	17	 6.1	 6.1	 5.7	 5.5					ECUADOR		ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO	  -1.364	  -80.785	160								2		2										2		2		
5842		2005	1	25	16	30	 38.9	12	 4.8			 4.8					CHINA		CHINA:  YUNNAN PROVINCE:  SIMAO	  22.526	  100.709	30					         3	1		1									3	1		1				
5841		2005	1	25	16	44	 16.1	41	 5.9	 5.9	 5.6	 5.3					TURKEY		TURKEY:  HAKKARI	  37.622	   43.703	140	       2	1			        22	1		1					       2	1			22	1		1				
5843		2005	1	29	7	41	 31.0	5	 4.4			 4.4	4.8				SPAIN		SPAIN:  LA PACA, ZARCILLA DE RAMOS	  37.910	   -1.820	130								2												2				
5844		2005	2	2	5	55	 18.2	15	 4.8			 4.8					INDONESIA		INDONESIA:  JAVA:  GARUT	  -7.037	  107.819	60	       1	1				2		2		2		2	       1	1				2		2		2		
9112	Tsu	2005	2	14	18	5	 59.3	12	 5.8	 5.8	 5.5	 5.6					GUADELOUPE		GUADELOUPE	  15.775	  -61.744	90																								
5846		2005	2	14	23	38	  8.6	22	 6.1	 6.1	 6.2	 6.1					CHINA		CHINA:  XINJIANG PROVINCE:  WUSHI	  41.728	   79.440	40								3	6000	4										3	6000	4		
5847		2005	2	15	11	15	 11.7	35	 5.1			 5.1					INDIA		INDIA:  KHASPUR	  24.550	   92.524	60								1												1				
5848		2005	2	22	2	25	 22.9	14	 6.4	 6.4	 6.5	 6.0					IRAN		IRAN:  KERMAN PROVINCE:  ZARAND	  30.754	   56.816	140	     612	3			      1411	4		4	8000	4	8000	4	     612	3			1411	4		4	8000	4		
5849		2005	3	2	11	12	 14.9	52	 4.9			 4.9					PAKISTAN		PAKISTAN:  QUETTA	  30.378	   68.038	60					         1	1		1									1	1		1				
5850		2005	3	9	10	15	 31.8	5	 4.3		 4.3	 5.0					SOUTH AFRICA		SOUTH AFRICA:  KLERKSDORP, STILFONTEIN	 -26.913	   26.789	10	       2	1			        58	2		2					       2	1			58	2		2				
5851		2005	3	12	7	36	 12.1	11	 5.6	 5.6	 5.0	 5.4	5.7				TURKEY		TURKEY:  CAT, KARLIOVA	  39.440	   40.978	140					        16	1		2									16	1		2				
5852		2005	3	13	3	31	 23.0	54	 6.0	 6.0	 5.4	 5.9					IRAN		IRAN:  SARAVAN	  27.095	   61.887	140								1												1				
5853		2005	3	14	1	55	 55.6	5	 5.8	 5.8	 5.7	 5.5	5.9				TURKEY		TURKEY:  EASTERN:  BINGOL PROVINCE	  39.354	   40.890	140					        18	1		3		2		2					18	1		3		2		
5854		2005	3	14	9	43	 49.1	10	 4.9	 4.9	 4.1	 4.9	5.1				INDIA		INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA	  17.145	   73.730	60					        45	1		2									45	1		2				
5855		2005	3	15	2	7	  6.8	10	 4.3			 4.3	4.3				INDIA		INDIA:  MAHARASHTRA:  DHEBEWADI	  17.072	   73.668	60								1												1				
5856		2005	3	20	1	53	 41.8	10	 6.6	 6.6	 6.7	 5.9					JAPAN		JAPAN:  KYUSHU:  FUKUOKA, GENKAI	  33.807	  130.131	30	       1	1			       500	3		2	65	2			       1	1			500	3		2	65	2		
6657	Tsu	2005	3	28	16	9	 36.5	30	 8.6	 8.6	 8.4	 7.2					INDONESIA		INDONESIA:  SUMATERA:  SW	   2.085	   97.108	170	    1303	4			       340	3		4	300	3	300	3	    1313	4			340	3		4	300	3		
6659	Tsu	2005	4	10	10	29	 11.2	19	 6.7	 6.7	 6.7	 6.4				5	INDONESIA		INDONESIA:  PADANG	  -1.644	   99.607	60																								
8135		2005	6	13	22	44	 33.9	116	 7.7	 7.7		 6.8					CHILE		CHILE:  TARAPACA	 -19.987	  -69.197	160	      11	1			       200	3			544	3			      11	1			200	3			544	3		
6738	Tsu	2005	6	15	2	50	 53.1	10	 7.2	 7.2	 7.1	 6.2				4	USA	CA	CALIFORNIA:  OFF COAST NORTHERN	  41.301	 -125.970	150																								
6757		2005	7	5	1	52	  2.9	21	 6.7	 6.7	 6.8	 6.2					INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	   1.819	   97.082	60								1												1				
6758		2005	7	9	23	59	 17.0	32	 5.9	 5.9	 5.5	 5.6					INDONESIA		INDONESIA:  SULAWESI:  DONGGALA	  -1.174	  119.963	170								1	6	1	6	1								1	6	1		
6759		2005	7	10	13	10	 12.1	4	 5.2	 5.2	 4.9	 5.4	5.5				ALBANIA		ALBANIA:  TROPOJE	  42.389	   19.812	130								1		1										1		1		
6760		2005	7	18	2	4	 59.8	10	 5.3	 5.3	 5.2	 5.7					INDONESIA		INDONESIA:  TIMOR:  TIMOR TENGAH UTARA	  -9.948	  124.480	170								1		1		1								1		1		
6761		2005	7	23	7	34	 56.7	61	 5.9	 5.9		 6.1					JAPAN		JAPAN:  HONSHU:  TOKYO	  35.498	  139.982	30					        27	1		1	1	1							27	1		1	1	1		
6762		2005	7	24	15	42	  6.2	16	 7.2	 7.2	 7.5	 6.6					INDIA		INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS	   7.920	   92.190	60								1		1		1								1		1		
6763		2005	7	25	15	43	 41.1	48	 4.7		 4.7	 5.0					CHINA		CHINA:  DAQING	  46.827	  125.058	30	       1	1			        12	1							       1	1			12	1						
6764		2005	7	26	4	8	 37.1	13	 5.6	 5.6	 5.2	 5.7				6	USA	MT	MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES	  45.365	 -112.615	150								1												1				
6765		2005	7	30	21	45	    	5	 5.3	 5.3	 4.8	 4.8					TURKEY		TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI	  39.437	   33.089	140								1												1				
6766		2005	8	5	14	14	 48.0	42	 4.8		 4.8	 5.2					CHINA		CHINA:  YUNNAN PROVINCE:  HUIZE	  26.569	  103.036	30					         9	1		2	3700	4	3700	4					9	1		2	3700	4		
6767		2005	8	5	18	7	 13.8	10	 4.5			 4.5					VIETNAM		VIETNAM:  HO CHI MINH CITY	   9.985	  108.383	60								1												1				
6768		2005	8	9	5	9	 20.8	10	 5.1			 5.1	5				IRAN		IRAN:  FIRUZABAD	  28.850	   52.560	140								1												1				
6769		2005	8	13	4	58	 44.8	10	 4.5		 4.5	 4.8					CHINA		CHINA:  YUNNAN PROVINCE:  WENSHAN	  23.627	  104.103	30					        26	1		1		2		2					26	1		1		2		
6770		2005	8	14	2	39	 40.3	11	 5.8	 5.8		 5.7					CHILE		CHILE:  TARAPACA	 -19.780	  -68.980	160								1												1				
6771		2005	8	14	6	33	 32.5	35	 4.4			 4.4				7	INDIA		INDIA:  MAHARASHTRA	  17.398	   74.118	60								2												2				
6739	Tsu	2005	8	16	2	46	 28.4	36	 7.2	 7.2	 6.8	 6.5					JAPAN		JAPAN:  EAST COAST HONSHU	  38.276	  142.039	30					        56	2		1	1	1							56	2		1	1	1		
6773		2005	8	16	3	45	 54.1	43	 4.4			 4.4				6	INDIA		INDIA:  UTTARANCHAL:  UTTARKAHI	  30.924	   78.560	60								1		1		1								1		1		
6774		2005	8	30	8	53	 17.4	10	 4.7			 4.7				6	INDIA		INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE	  17.067	   73.773	60								1												1				
6775		2005	9	9	7	26	 43.7	90	 7.7	 7.7		 6.3					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -4.539	  153.474	170																								
6822		2005	9	24	19	24	  2.6	12	 5.6	 5.6	 5.0	 5.1					ETHIOPIA		ETHIOPIA:  DABBAHU	  12.471	   40.634	10																				2				
6776		2005	9	26	1	55	 37.6	115	 7.5	 7.5		 6.7					PERU		PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA	  -5.678	  -76.398	160	       5	1			        60	2		2		3			       5	1			60	2		2		3		
6777		2005	10	1	22	19	 51.3	20	 5.3			 5.3	5.4				PERU		PERU:  MOQUEGUA	 -16.635	  -70.794	160					        10	1		1	300	3							10	1		1	300	3		
6778		2005	10	8	3	50	 40.8	26	 7.6	 7.6	 7.7	 6.9				8	PAKISTAN		PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA	  34.539	   73.588	60	   86000	4			     69000	4	    5200.000	4		3		3	   80361	4			71574	4	    5200.000	4		3		
6779		2005	10	20	21	40	  4.0	10	 5.9	 5.9	 5.7	 5.5					TURKEY		TURKEY:  IZMIR	  38.152	   26.751	140	       1	1			        15	1		1		2		2	       1	1			15	1		1		2		
6824		2005	10	24	17	35	 33.8	35	 4.8			 4.8				6	ECUADOR		ECUADOR:  BAEZA	   -.507	  -77.745	160								1												1				
6825		2005	10	27	11	18	 57.3	10	 4.2			 4.2					CHINA		CHINA:  GUANGXI PROVINCE	  23.604	  107.798	30	       1	1			         1	1		1		1			       1	1			1	1		1		1		
6826		2005	10	31	2	10	 28.7	40	 5.4	 5.4		 5.4					PERU		PERU:  N	  -5.852	  -78.704	160									20	1											20	1		
6827	Tsu	2005	11	14	21	38	 51.4	11	 7.0	 7.0	 6.8	 6.7					JAPAN		JAPAN:  EAST COAST HONSHU	  38.107	  144.896	30																								
6828		2005	11	26	0	49	 37.6	10	 5.2	 5.2	 4.9	 5.4					CHINA		CHINA:  JIANGXI:  JIUJIANG, RUICHANG	  29.695	  115.689	30	      16	1			      8000	4		3	150000	4			      16	1			8000	4		3	150000	4		
7251		2005	11	26	15	56	 55.0	9	 4.4		 4.4	 5.3	5.3				TURKEY		TURKEY:  DOGANYOL	  38.260	   38.814	140								1												1				
6829		2005	11	27	10	22	 19.1	10	 6.0	 6.0	 5.8	 6.1					IRAN		IRAN:  QESHM, ZIRANG	  26.774	   55.858	140	      13	1			       100	2		2					      13	1			100	2		2				
6830		2005	12	5	12	19	 56.6	22	 6.8	 6.8	 7.2	 6.4					CONGO		CONGO:  KALEMIE	  -6.224	   29.830	10	       6	1						1	300	3			       6	1						1	300	3		
6831		2005	12	12	21	47	 46.0	225	 6.5	 6.5		 6.0					AFGHANISTAN		AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN	  36.357	   71.093	40	       5	1			         1	1		1	100	2	100	2	       5	1			1	1		1	100	2		
7252		2005	12	14	7	9	 54.1	44	 5.3			 5.3					INDIA		INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG	  30.476	   79.255	60	       1	1			         4	1		2	1	1	1	1	       1	1			4	1		2	1	1		
7253		2005	12	24	3	56	  7.3	14	 4.3			 4.3	4.6				TURKEY		TURKEY:  AKHISAR	  38.804	   26.783	140								1												1				
7222		2006	1	8	11	34	 55.6	66	 6.7	 6.7		 6.5					GREECE		GREECE:  SOUTHERN	  36.311	   23.212	130					         3	1		1		1							3	1		1		1		
8956		2006	1	27	16	58	 53.6	397	 7.6	 7.6		 7.0					INDONESIA		INDONESIA:  BANDA SEA	  -5.473	  128.131	170																								
7223		2006	2	14	0	55	 25.0	30	 5.3	 5.3	 4.8	 5.4					INDIA		INDIA:  SIKKIM	  27.382	   88.388	60	       2	1			         2	1		1					       2	1			2	1		1				
7224		2006	2	20	17	20	  9.0	10	 4.6			 4.6	4.6				BULGARIA		GREECE-BULGARIA BORDER REGION	  41.708	   25.544	110					         2	1				1		1					2	1				1		
7225		2006	2	22	22	19	  7.8	11	 7.0	 7.0	 7.5	 6.5					MOZAMBIQUE		MOZAMBIQUE	 -21.324	   33.583	10	       4	1			        36	1		2	294	3			       4	1			36	1		2	294	3		
7226		2006	2	23	20	4	 53.5	10	 5.8	 5.8	 5.3	 5.5					BHUTAN		BHUTAN:  TASHIGANG	  26.912	   91.705	60								1	126	3	126	3								1	126	3		
7227		2006	2	28	7	31	  2.6	18	 6.0	 6.0	 6.2	 5.8					IRAN		IRAN:  SOUTHERN	  28.120	   56.865	140					         6	1		2		3		3					6	1		2		3		
7228		2006	3	7	18	20	 46.1	10	 5.5	 5.5	 5.1	 5.2					INDIA		INDIA:  GUJARAT	  23.777	   70.899	60					         7	1		1		1		1					7	1		1		1		
7229		2006	3	10	7	50	 14.3	10	 4.9			 4.9					PAKISTAN		PAKISTAN:  MIRPUR DISTRICT	  33.129	   73.887	60	       1	1			        22	1							       1	1			22	1						
7230	Tsu	2006	3	14	6	57	 33.8	30	 6.7	 6.7	 6.7	 6.4					INDONESIA		INDONESIA:  SERAM	  -3.595	  127.214	170								2	241	3			       4	1						2	241	3		
7231		2006	3	20	19	44	 25.1	10	 4.9		 4.9	 5.0					ALGERIA		ALGERIA:  NORTHERN	  36.623	    5.328	15	       4	1			         9	1			62	2	62	2	       4	1			9	1			62	2		
7232		2006	3	25	7	28	 57.6	18	 5.9	 5.9	 5.5	 5.7					IRAN		IRAN:  SOUTHERN	  27.574	   55.685	140	       1	1			         1	1		1					       1	1			1	1		1				
7233		2006	3	28	8	35	 43.3	30	 5.0			 5.0					INDONESIA		INDONESIA:  N. SUMATRA: TAPAKTUAN	   3.462	   97.224	170								1												1				
7234		2006	3	31	1	17	   .9	7	 6.1	 6.1	 6.0	 5.7					IRAN		IRAN:  WESTERN:  BORUJERD, DORUD	  33.500	   48.780	140	      70	2			      1300	4		3		3		3	      70	2			1300	4		3		3		
7235		2006	3	31	12	23	 17.8	10	 4.9			 4.9					CHINA		CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN	  44.624	  124.122	30								1		2										1		2		
7236		2006	4	1	10	2	 19.5	9	 6.2	 6.2	 6.1	 6.0					TAIWAN		TAIWAN:  T'AIT-TUNG	  22.868	  121.278	30					        42	1		1		2							42	1		1		2		
7237		2006	4	4	9	12	 23.4	10	 4.8			 4.8					PAKISTAN		PAKISTAN:  BATGRAM	  34.600	   73.136	60					        28	1		1		2		2					28	1		1		2		
7238		2006	4	6	17	59	 16.4	10	 5.5	 5.5	 5.2	 5.5					INDIA		INDIA:  GUJARAT	  23.322	   70.477	60								1												1				
7239		2006	4	11	0	2	 41.5	18	 5.5	 5.5	 5.1	 5.1					GREECE		GREECE:  ZAKYNTHOS	  37.640	   20.920	130								1												1				
7240		2006	4	19	2	5	 42.9	33	 5.7	 5.7	 5.7	 5.2					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  31.607	   90.413	40								1		2										1		2		
7241		2006	4	20	23	25	  2.1	22	 7.6	 7.6	 7.6	 6.8					RUSSIA		RUSSIA:  KORYAKSKIY	  60.949	  167.089	50					        40	1	      55.000	4		3							40	1	      55.000	4		3		
7078	Tsu	2006	5	3	15	26	 40.2	55	 7.9	 7.9	 7.8	 7.2				7	TONGA		TONGA ISLANDS	 -20.187	 -174.123	170					         1	1		1									1	1		1				
7242		2006	5	4	17	43	  9.7		 4.5				4.5				PANAMA		PANAMA:  BOQUETE	   8.898	  -82.543	100								1												1				
7243		2006	5	7	6	20	 53.7	14	 4.1		 4.1	 4.8					IRAN		IRAN:  ZARAND	  30.790	   56.700	140					        70	2		1		1		1					70	2		1		2		
7244		2006	5	12	8	16	 56.5	17	 5.5	 5.5	 4.9	 5.4					INDONESIA		INDONESIA:  SUMATRA:  KALIANDAK	  -5.575	  105.395	170								1		2		2								1		2		
7245		2006	5	26	22	53	 58.9	13	 6.3	 6.3	 6.2	 6.0					INDONESIA		INDONESIA:   JAVA:  BANTUL, YOGYAKARTA	  -7.961	  110.446	60	    5749	4			     38568	4	    3100.000	4	127000	4	127000	4	    5749	4			38568	4	    3100.000	4	127000	4		
7246		2006	6	3	7	15	 35.6	5	 5.1				5.1				IRAN		IRAN:  SOUTHERN:  QESHM	  26.759	   55.843	140	       2	1			         4	1		1		2		2	       2	1			4	1		1		2		
7247		2006	6	3	11	7	 45.0	10	 4.1			 4.1					TURKEY		TURKEY:  HAKKARI	  37.605	   43.787	140								1												1				
7407		2006	6	3	16	34	 25.8	10	 3.8			 3.8					MALAWI		MALAWI:  SALIMA	 -14.520	   34.280	10								1												1				
7248		2006	6	11	20	1	 26.3	140	 6.3	 6.3		 5.9					JAPAN		JAPAN:  KYUSHU	  33.129	  131.141	30					         8	1											8	1						
7249		2006	6	13	14	15	 38.3	10	 4.5			 4.5	4.8				ALBANIA		ALBANIA:  TEPELENE	  40.270	   19.960	130					         1	1		1	12	1							1	1		1	12	1		
7250		2006	6	20	16	52	 57.9	24	 4.5		 4.5	 5.1					CHINA		CHINA:  GANSU PROVINCE	  33.068	  104.950	30					         5	1		1		1							5	1		1		1		
7181	Tsu	2006	7	17	8	19	 25.0	34	 7.7	 7.7	 7.2	 6.1					INDONESIA		INDONESIA:  JAVA	  -9.254	  107.411	170													     802	3			498	3	      55.000	4	1623	4		
7321		2006	7	22	1	10	 29.0	56	 4.9	 4.9	 4.6	 5.0					CHINA		CHINA:  YANJIN	  27.995	  104.138	30	      22	1			       106	3							      22	1			106	3						
7363		2006	7	29	0	11	 51.3	34	 5.6	 5.6	 5.2	 4.8					TAJIKISTAN		TAJIKISTAN:  PANJ-QUMSANGIR	  37.255	   68.828	40	       3	1			        19	1			721	3	721	3	       3	1			19	1			721	3		
7364		2006	8	5	14	3	 43.7	22	 5.6	 5.6	 5.2	 5.7				5	ARGENTINA		ARGENTINA:  MENDOZA	 -33.131	  -68.707	160								1												1				
7365		2006	8	18	11	45	 49.4	10	 4.7			 4.7					TAJIKISTAN		TAJIKISTAN:  DUSHANBE (STALINABAD)	  38.246	   69.220	40								1												1				
7366		2006	8	24	20	1	   .2	5	 4.3				4.3				FRANCE		FRANCE	  45.840	    -.140	120								1												1				
7367		2006	8	25	5	51	 44.3	22	 4.6		 4.6	 5.2					CHINA		CHINA:  SICHUAN PROVINCE	  28.012	  104.151	30	       1	1			        31	1		2					       1	1			31	1		2				
7370		2006	9	10	14	56	  8.1	14	 5.8	 5.8	 5.5	 5.9					MEXICO		GULF OF MEXICO	  26.319	  -86.606	90																								
7369	Tsu	2006	9	28	6	22	  9.7	28	 6.9	 6.9	 6.6	 6.5				4	SAMOA		SAMOA ISLANDS	 -16.592	 -172.033	170																								
7408		2006	9	29	13	8	 26.1	53	 6.1	 6.1	 5.4	 5.9					TRINIDAD AND TOBAGO		TRINIDAD:  PORT-OF-SPAIN	  10.876	  -61.756	90					         3	1		1	1	1							3	1		1	1	1		
7409		2006	9	29	18	23	  5.9	52	 5.5	 5.5	 4.8	 5.3					TRINIDAD AND TOBAGO		TRINIDAD:  GASPARILLO	  10.814	  -61.758	90	       1	1											       1	1										
7368	Tsu	2006	10	15	17	7	 49.2	39	 6.7	 6.7	 6.6	 6.2				8	USA	HI	HAWAIIAN ISLANDS	  19.878	 -155.935	150						3	      73.000	4										3	      73.000	4				
7410		2006	10	20	10	48	 56.0	23	 6.7	 6.7	 6.6	 5.9				4	PERU		PERU:  CENTRAL	 -13.457	  -76.677	160								1												1				
7411		2006	10	27	10	52	  5.7	10	 4.5			 4.5					CHINA		CHINA:  HUBEI	  31.560	  113.210	30								2												2				
7412		2006	11	3	6	21	 39.2	10	 4.7			 4.7					CHINA		CHINA:  NEI MONGOL	  43.469	  119.558	30								3	55886	4										3	5586	4		
7406	Tsu	2006	11	15	11	14	 13.5	10	 8.3	 8.3	 7.8	 6.5					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.592	  153.266	50																	1	1		2				
7416		2006	11	17	18	19	 51.6	10	 4.7			 4.7	5.4				FRANCE		FRANCE:  PYRENEES	  42.990	    -.050	120								1												1				
7417		2006	11	23	7	15	 20.5	10	 4.8			 4.8	4.6				HUNGARY		HUNGARY:  BEREGDAROC	  48.195	   22.460	110								1												1				
7418		2006	11	23	11	4	 44.3	20	 4.7		 4.7	 5.3					CHINA		CHINA:  XINJIANG PROVINCE:  NORTH	  44.229	   83.524	40								2	60	2										2	60	1		
7419		2006	11	24	6	33	 26.4	31	 5.2			 5.2					INDONESIA		INDONESIA:  SULAWESI: PINRANG	  -3.728	  119.233	170								1												1				
7414		2006	11	29	1	32	 17.9	39	 6.2	 6.2	 5.9	 5.9					INDONESIA		INDONESIA:  HALMAHERA:  MOROTAI	   2.520	  128.283	170								2	50	1										2	50	1		
7420		2006	12	1	14	1	 47.5	43	 6.3	 6.3	 6.0	 5.9					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.251	  118.777	170	       1	1			        14	1		1	20	1			       1	1			14	1		1	20	1		
7421		2006	12	8	16	48	 39.1	5	 3.9				3.9				SWITZERLAND		SWITZERLAND:  BASEL	  47.580	    7.600	120								1												1				
7441		2006	12	12	17	2	 29.7	10	 4.6			 4.6					THAILAND		THAILAND:  MAE RIM	  18.901	   98.916	60								1	5	1										1	5	1		
7444		2006	12	17	21	39	 17.4	30	 5.8	 5.8	 5.8	 5.5					INDONESIA		INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI	    .626	   99.859	170	       7	1			       100	2		3	680	3			       7	1			100	2		3	680	2		
7449		2006	12	24	22	43	 26.7	10	 4.2			 4.2					INDIA		INDIA:  RAJASTHAN	  26.880	   76.150	60																				1				
7450		2006	12	25	20	1	   .4	12	 5.8	 5.8	 5.8	 5.7					KYRGYZSTAN		KYRGYZSTAN:  KOCHKOR	  42.156	   76.163	40								3	2410	4										2	2410	4		
7413	Tsu	2006	12	26	12	26	 21.1	10	 7.0	 7.0	 7.3	 6.4					TAIWAN		TAIWAN:  PINGTUNG	  21.799	  120.547	30	       2	1			        40	1		1		2			       2	1			40	1		1		2		
